month_date_yyyymm,cbsa_code,cbsa_title,HouseholdRank,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy
202108,22900,"fort smith, ar-ok",170,203499.5,-0.031,0.0231,524,0.0376,-0.2742,36.5,0.216666667,-0.5,280,-0.1566,0.1111,8,0,-0.3333,152,0.4615,0.4074,41,0.0789,-0.2545,109.1856639,-0.0029,0.133,1843,0.0132,-0.0664,325497.5676,0.0008,0.1593,565,0.0405,-0.2728,0.078244275,0.003,0.0021
202108,18880,"crestview-fort walton beach-destin, fl",171,550000,0.0018,0.2225,1481,0.1169,-0.2661,35,0.25,-0.461538462,852,-0.0658,0.1036,88,-0.1852,-0.3529,388,-0.049,-0.0583,10,0.4286,0,366.2419341,0.0056,0.2337,1849,-0.0096,-0.0075,945526.8552,-0.0274,0.192,1491,0.1185,-0.2648,0.006752194,0.0015,0.0018
202108,35980,"norwich-new london, ct",172,349950,-0.0276,0.1665,581,0.0641,-0.4493,32,0.032258065,-0.384615385,416,-0.037,0.0505,8,-0.3333,-0.5,172,0.2286,0.1026,804,-0.0243,99.5,203.6114059,0.0587,0.2365,1715.5,-0.0666,-0.0543,520400.6925,-0.0464,0.1815,1385,0.0109,0.3029,1.383820998,-0.1253,1.3762
202108,42020,"san luis obispo-paso robles-arroyo grande, ca",173,887000,-0.0022,0.1087,366,-0.0518,-0.4586,43.5,0.208333333,-0.25,268,-0.1728,-0.2118,0,-1,-1,108,0.0385,-0.413,481,-0.075,-0.2179,483.9736059,0.0067,0.1764,1804.5,-0.0139,-0.0523,1427479.513,0.0139,0.2637,847,-0.0651,-0.3439,1.31420765,-0.0329,0.4044
202108,17300,"clarksville, tn-ky",174,297450,0.0441,0.1479,544,0.18,-0.1782,18,-0.181818182,-0.485714286,572,0.1917,0.2017,36,0.5,-0.6087,124,0.0333,0.069,799,-0.0567,-0.0848,153.8704306,0.0022,0.2259,2089,0.0326,-0.0146,332023.7444,0.0126,0.1746,1343,0.0268,-0.1251,1.46875,-0.3686,0.15
202108,31340,"lynchburg, va",175,284925,0.0001,-0.0172,483,0.0147,-0.2441,45,0.097560976,-0.196428571,336,0,-0.0345,0,-1,-1,156,0.0541,0.0263,758,-0.0405,-0.0525,142.2382305,-0.0013,0.0728,1971,0.0319,-0.0867,488539.6293,-0.0147,0.1003,1241,-0.0197,-0.1376,1.569358178,-0.0903,0.3174
202108,12100,"atlantic city-hammonton, nj",176,292450,0.0119,0.1473,1445,0.0736,-0.1445,49,0,-0.257575758,624,-0.1475,-0.0824,28,-0.4167,-0.4167,296,0.0725,0.1935,1199,0.049,-0.04,121.6968702,-0.0021,0.1446,1044.5,-0.0146,-0.0128,464166.7823,0.002,0.059,2644,0.0623,-0.1001,0.829757785,-0.0194,0.0903
202108,24540,"greeley, co",177,500000,0.0206,0.1366,487,0.0167,-0.5061,31,0.107142857,-0.279069767,560,-0.1954,-0.235,56,-0.3,-0.5625,176,-0.0222,-0.3973,1341,-0.0908,-0.1426,195.9168649,0.0257,0.2185,2577,-0.0008,-0.1144,592610.311,0.0061,0.0999,1828,-0.0645,-0.2831,2.753593429,-0.3257,1.1674
202108,14740,"bremerton-silverdale, wa",178,587000,0.0389,0.1859,313,0.0719,-0.2366,32.5,0.120689655,-0.071428571,356,-0.1759,0,16,0.3333,0,104,0.2381,0.2381,689,0.0207,0.0699,281.581971,0.0109,0.146,1974,0.0433,-0.0408,727576.5957,-0.0107,0.0305,1002,0.0362,-0.0493,2.201277955,-0.1104,0.6305
202108,43620,"sioux falls, sd",179,275000,0.0004,0.1,1205,-0.0066,-0.1532,35.5,-0.040540541,-0.154761905,512,-0.0519,0.0159,24,0.5,0.2,80,0.1765,-0.3548,3,0,2,157.9710312,0.008,0.1557,1728,-0.0114,-0.0516,331945.4784,0.0036,0.0615,1208,-0.0066,-0.1517,0.002489627,0,0.0018
202108,13780,"binghamton, ny",180,179900,-0.038,0.1244,471,0.0803,-0.1949,44.5,0.05952381,-0.144230769,228,-0.1364,-0.1231,0,-1,-1,152,0.0857,-0.2245,677,-0.0411,0.0059,96.92903276,0.0046,0.133,1800,-0.0312,-0.0175,252176.7449,0.0059,0.1452,1148,0.0053,-0.0874,1.437367304,-0.1819,0.2869
202108,11100,"amarillo, tx",181,291000,-0.03,0.0778,401,0.0256,-0.3306,37,0.088235294,-0.339285714,280,-0.0411,-0.0541,12,0.5,0.5,128,-0.1579,-0.4074,522,-0.0315,0.0116,131.8016738,-0.0158,0.0775,2140,-0.0093,-0.0382,401080.4441,-0.0079,0.1434,923,-0.0075,-0.1722,1.301745636,-0.0768,0.4403
202108,42100,"santa cruz-watsonville, ca",182,1199000,-0.0408,0.09,265,0.0558,-0.197,31,0.107142857,-0.38,240,-0.0909,0.3043,0,-1,-1,84,0.3125,0.3125,292,0.0896,-0.1098,659.526455,-0.0137,0.0618,1769.5,-0.0399,-0.0435,1548482.666,-0.0724,-0.0359,557,0.0732,-0.1535,1.101886792,0.0342,0.1079
202108,25180,"hagerstown-martinsburg, md-wv",183,289900,0.0391,0.1154,434,0.1015,-0.1857,33,-0.057142857,-0.431034483,384,-0.0857,0.1852,24,-0.25,-0.6,160,0.1765,0.4815,827,0.1086,1.5683,151.3929822,0.0447,0.2017,1824,-0.0098,-0.0617,344927.9636,0.0393,0.1585,1261,0.1061,0.4749,1.905529954,0.0121,1.3014
202108,22020,"fargo, nd-mn",184,317450,-0.0076,0.1762,581,0.0641,-0.3552,40.5,0.065789474,-0.221153846,272,-0.2609,-0.3398,16,-0.4286,-0.8333,180,0,-0.3662,171,0.0118,-0.25,132.2354212,-0.0107,0.1485,2393,0.0213,0.0226,359105.7381,0.0099,0.1097,752,0.0517,-0.3339,0.294320138,-0.0152,0.0413
202108,28420,"kennewick-richland, wa",185,510000,0.0737,0.2593,282,0.2261,-0.3802,24.5,-0.155172414,-0.416666667,332,0.1067,0.1067,12,-0.25,-0.5714,60,0.3636,-0.5,361,-0.0348,-0.2935,233.5756777,0.0618,0.2474,2228,0.0344,-0.0254,542130.2753,0.037,0.2267,643,0.0646,-0.3344,1.280141844,-0.3459,0.1571
202108,47380,"waco, tx",186,279950,0.0407,0.0983,404,0.2024,-0.2377,27.5,0.195652174,-0.481132075,312,0.013,0.1304,4,-0.6667,-0.6667,180,0.4063,-0.1509,500,0.0121,0.0204,147.2077692,0.0103,0.1865,1891,-0.0089,-0.0856,397640.0807,-0.0085,0.2288,904,0.0892,-0.1137,1.237623762,-0.2326,0.3131
202108,16580,"champaign-urbana, il",187,171200,-0.0436,-0.1216,369,0.0307,-0.3154,45,0.022727273,-0.307692308,208,-0.1186,0.0833,0,-1,-1,160,0.3333,0.0526,412,-0.1557,-0.1874,111.0716037,-0.043,0.0088,1599,-0.0471,-0.1161,244207.9939,-0.0465,-0.0139,781,-0.0768,-0.2533,1.116531165,-0.2466,0.1759
202108,39140,"prescott, az",188,599109,0.0002,0.1115,747,0.0937,-0.1791,40,0.111111111,-0.420289855,520,0.04,0.383,16,-0.3333,-0.7143,296,0.0571,0.2333,836,0.09,-0.1209,279.80781,-0.0016,0.2436,2129,-0.0153,-0.0707,786729.4024,-0.0198,0.0422,1583,0.0917,-0.1494,1.11914324,-0.0038,0.0741
202108,12700,"barnstable town, ma",189,727450,0.0034,0.1193,1083,0.0454,-0.3987,43.5,0.06097561,-0.378571429,780,0.0598,-0.0299,16,0,-0.5,232,0.0357,-0.4423,1090,0.075,-0.255,425.2741278,-0.0216,0.1778,1760,0.0063,-0.0573,1305435.282,-0.0542,0.1298,2173,0.06,-0.3343,1.006463527,0.0277,0.1941
202108,16620,"charleston, wv",190,139900,-0.0483,-0.1294,370,0.0787,-0.4661,51,-0.089285714,-0.3625,204,0.186,-0.0192,4,,,100,0.0417,-0.3243,332,-0.0978,-0.1465,87.40531138,-0.0001,0.1169,1653.5,-0.0204,-0.0546,209952.3021,-0.0563,-0.2221,702,-0.0127,-0.3512,0.897297297,-0.1756,0.336
202108,46220,"tuscaloosa, al",191,277400,-0.0263,0.0969,511,-0.0431,-0.349,49.5,-0.029411765,-0.146551724,276,0.0455,-0.08,20,0,-0.5833,104,0.04,-0.1875,538,-0.0289,-0.041,145.5779526,-0.0204,0.0791,1781,0.0307,0.0085,401114.4046,-0.014,0.1026,1049,-0.0358,-0.2207,1.052837573,0.0154,0.3382
202108,45820,"topeka, ks",192,177200,-0.0156,0.1821,268,-0.036,-0.1155,27.5,0.375,-0.112903226,212,-0.209,0.06,0,,,108,0.08,0.125,66,0.0154,0.0476,98.10161499,0.0098,0.1726,1784.5,0.0139,0.075,237278.288,-0.0272,0.1403,334,-0.0262,-0.0874,0.246268657,0.0125,0.0383
202108,17780,"college station-bryan, tx",193,299000,-0.0926,0.1283,556,0.173,-0.5545,36,0,-0.538461538,324,0.0519,-0.198,16,-0.5,-0.3333,120,0.3636,-0.4737,670,-0.1287,0.1922,162.5633539,-0.0084,0.1281,1947,-0.0507,0.0401,435948.1185,-0.1042,0.1679,1226,-0.0137,-0.3227,1.205035971,-0.4173,0.7547
202108,11540,"appleton, wi",194,289700,0.0063,-0.0007,234,0.1304,-0.041,32.5,0.083333333,-0.277777778,292,0.1967,0.1406,0,,,60,0,0,498,0.0184,-0.0514,136.882623,0.0164,0.0885,1883.5,-0.0511,-0.0923,340289.9432,0.0096,0.055,732,0.0517,-0.0481,2.128205128,-0.2341,-0.0234
202108,17200,"claremont-lebanon, nh-vt",195,319950,-0.0658,0.0511,620,0.0181,-0.3548,49.5,0.125,-0.238461538,340,-0.0957,-0.2056,0,-1,-1,144,0.2,-0.122,480,0.0435,-0.3033,183.3875602,-0.0173,0.1602,1834,-0.0193,-0.0497,512717.4767,-0.0401,0.1047,1100,0.029,-0.3333,0.774193548,0.0189,0.0572
202108,17020,"chico, ca",196,427000,-0.0294,0.0169,335,0.1056,0.0535,42.5,0.08974359,-0.076086957,184,-0.0417,-0.193,4,-0.6667,0,108,-0.0357,0.08,268,-0.1854,-0.2386,256.4300669,-0.0021,0.0752,1682,-0.0221,-0.0809,506701.2204,-0.0753,0.0264,603,-0.0459,-0.1,0.8,-0.2858,-0.3069
202108,16820,"charlottesville, va",197,449950,-0.0036,-0.0624,539,0.0019,-0.4506,47.5,0.010638298,-0.466292135,316,-0.0247,-0.0366,32,-0.3333,0.1429,124,0.2917,-0.3261,882,-0.086,-0.009,207.5879547,-0.0112,0.104,2251,-0.0088,-0.112,728137.7762,0.0101,0.0253,1421,-0.0546,-0.2405,1.636363636,-0.1573,0.7291
202108,44100,"springfield, il",198,148700,0.0081,0.0255,1001,0.0162,-0.1768,797.5,0.041122715,0.854651163,208,0.0833,-0.1746,4,0,,140,0.4,-0.3269,867,-0.008,-0.0786,84.74924025,0.0036,0.0036,1760,-0.0045,0.0057,202751.5232,0.0018,0.0223,1868,0.0048,-0.134,0.866133866,-0.0212,0.0923
202108,31420,"macon, ga",199,197000,0.0261,-0.0045,746,0.1134,-0.0424,43.5,-0.033333333,-0.25,456,0.1068,0.52,80,0,1,164,0.2059,0.0789,926,-0.0201,1.8405,98.12313168,0.0209,0.1041,1796,-0.0083,-0.1226,258719.1048,-0.0014,-0.0072,1672,0.0353,0.5131,1.241286863,-0.1692,0.8228
202108,32780,"medford, or",200,522494.5,-0.0048,0.0908,454,0.0784,-0.1303,42.5,0.08974359,-0.279661017,288,-0.122,0.2857,4,-0.6667,-0.5,208,0.3684,0.4857,565,-0.0615,-0.1776,270.4083106,-0.0031,0.2062,1857,0.0005,-0.0946,703004.1832,-0.0096,-0.0048,1019,-0.0039,-0.1572,1.244493392,-0.1854,-0.0716
202108,15540,"burlington-south burlington, vt",201,432450,0.0178,0.1688,322,-0.0359,-0.3178,38.5,0.241935484,-0.358333333,224,-0.1111,-0.1642,8,1,-0.6,96,0.0435,-0.04,122,-0.0758,-0.4626,222.4819906,-0.0153,0.2064,1904,0.0303,-0.048,503087.8909,0.0066,0.0541,444,-0.0472,-0.3648,0.378881988,-0.0163,-0.1021
202108,40340,"rochester, mn",202,329900,-0.0294,0.0154,488,0.082,-0.1947,50.5,-0.028846154,-0.278571429,276,-0.0548,-0.0676,4,-0.5,0,132,0.1786,-0.0833,537,-0.0019,-0.0307,160.3574702,-0.0099,0.097,2156,0.0037,-0.0353,410033.3221,-0.009,0.0372,1025,0.0364,-0.1164,1.100409836,-0.0925,0.1862
202108,13380,"bellingham, wa",203,625000,0.0595,0.3441,279,0.0772,-0.5449,36,0,-0.294117647,300,0.1719,0,4,0,0,72,0.2,-0.25,409,0.0149,0.0434,324.0331375,0.0188,0.2463,1777.5,0.031,-0.0025,829653.3572,0.0089,0.4092,688,0.0393,-0.3154,1.465949821,-0.09,0.8265
202108,27740,"johnson city, tn",204,299900,0.0909,0.0525,238,0.1667,-0.242,24.5,-0.057692308,-0.467391304,188,0,0.0444,0,,-1,112,0.4737,0.2174,293,-0.0135,-0.1676,143.8038144,-0.0139,0.1041,1955,0.0488,-0.0298,460554.4772,0.1023,0.1832,531,0.0599,-0.2027,1.231092437,-0.2248,0.1101
202108,46340,"tyler, tx",205,364900,-0.0124,0.179,555,0.1587,-0.3369,36.5,-0.064102564,-0.298076923,364,-0.0421,0.0341,4,0,-0.5,160,0.1765,-0.3846,642,-0.0016,0.0207,161.25,0.0058,0.1693,2260,-0.004,0.0049,528612.5866,-0.0296,0.2572,1197,0.0668,-0.1835,1.156756757,-0.1856,0.4053
202108,25940,"hilton head island-bluffton-beaufort, sc",206,527500,0.0571,0.247,752,0.0344,-0.6114,46,0.045454545,-0.452380952,524,0.1008,-0.1382,32,-0.1111,-0.5556,176,0.1,-0.551,1470,-0.0193,-0.0903,269.6596318,0.054,0.3835,1998,0.0168,-0.0767,826181.3412,0.0115,0.1981,2222,-0.0018,-0.3743,1.954787234,-0.1071,1.1196
202108,29420,"lake havasu city-kingman, az",207,398450,-0.0036,0.2455,536,0.1261,-0.1519,41.5,0.012195122,-0.389705882,360,0.125,0.2329,16,-0.2,-0.6,196,0.1951,0.3611,1015,-0.0469,-0.0731,236.9340185,0.0084,0.2706,1701.5,-0.0227,-0.0102,484558.4065,-0.0379,0.2087,1551,0.0065,-0.1019,1.893656716,-0.3437,0.1611
202108,19300,"daphne-fairhope-foley, al",208,448803,-0.0024,0.213,1340,0.1102,-0.4143,35.5,0.14516129,-0.5,748,-0.1422,0.0275,60,0.0714,-0.5714,396,-0.0294,-0.208,1578,-0.0119,0.0989,241.2741694,0.024,0.4761,1931,-0.0046,-0.0492,614738.7765,-0.0236,0.1936,2918,0.0407,-0.2164,1.17761194,-0.1455,0.55
202108,49420,"yakima, wa",209,357424.5,0.0068,-0.0812,238,0.0578,0.2332,26,0.083333333,-0.409090909,224,-0.0175,0.5556,12,-0.25,,76,0.1176,0.3571,344,0.052,0.2555,202.1738266,0.0538,0.1812,1796,0.0107,-0.1512,415638.7895,-0.0034,0.0008,582,0.0543,0.2463,1.445378151,-0.008,0.0257
202108,29200,"lafayette-west lafayette, in",210,214950,-0.0225,-0.2296,163,0.0867,-0.2347,30,0.071428571,-0.25,172,-0.0444,-0.0444,4,,0,68,0.2143,-0.15,53,-0.3375,-0.4176,124.6559655,0.0045,0.0976,1886,-0.0288,-0.1913,268335.7261,-0.0947,-0.1802,216,-0.0609,-0.2895,0.325153374,-0.2082,-0.1021
202108,30980,"longview, tx",211,267950,-0.0427,0.1701,423,0.093,-0.337,37.5,0.071428571,-0.440298507,224,-0.2113,-0.0667,4,-0.5,-0.5,156,0.1818,-0.3036,373,0.0657,0.1068,122.2331493,0.0041,0.1947,2045,-0.0817,-0.0734,396291.6728,-0.0319,0.2126,796,0.0801,-0.1836,0.88179669,-0.0226,0.3536
202108,22500,"florence, sc",212,217000,0.0483,0.1427,577,0.0453,-0.1662,43,-0.044444444,-0.358208955,244,0.2979,0.4186,28,0.75,2.5,72,0.8,-0.1429,57,-0.05,0.5,111.2812575,0.0108,0.1338,1933,0.0201,-0.0335,621026.6041,1.5684,1.8142,634,0.0359,-0.1315,0.098786828,-0.0099,0.0439
202108,29340,"lake charles, la",213,234500,0.0043,0.0604,665,0.0556,-0.2348,81.5,0.63,-0.029761905,212,0.1522,-0.0536,8,-0.3333,-0.7778,164,0.3226,-0.2264,1046,0.0295,1.3612,122.5390726,0.0055,0.0451,1894.5,-0.0008,-0.0024,297862.7546,-0.0053,0.0328,1711,0.0395,0.3041,1.572932331,-0.0398,1.0632
202108,39460,"punta gorda, fl",214,385452,0.071,0.3771,643,0.0898,-0.5716,43,0.023809524,-0.469135802,448,0.0667,-0.1515,44,-0.2143,-0.1538,164,0.2813,-0.4533,1153,-0.036,0.0646,215.5683045,0.0281,0.3226,1710,0.0088,0.0023,520900.7711,0.0722,0.4357,1796,0.0056,-0.305,1.793157076,-0.234,1.0716
202108,37460,"panama city, fl",215,419500,0.049,0.2601,1230,0.213,-0.4067,36,0.125,-0.586206897,696,0.0357,0.2609,120,0.3636,0.875,416,0.1818,-0.1811,497,-0.0331,0.0311,295.4645947,0.0873,0.38,1566,0,0.0156,601263.08,0.0186,0.4015,1727,0.1302,-0.3241,0.404065041,-0.1028,0.1716
202108,32900,"merced, ca",216,399000,0.0339,0.14,291,0.0738,-0.049,35.5,0.109375,-0.330188679,280,-0.0278,0.2727,20,1.5,0.25,76,0.9,-0.2083,621,-0.0505,-0.1,237.5758746,0.0443,0.2446,1712,0.013,-0.0884,628669.6622,-0.0006,0.0449,912,-0.0141,-0.0843,2.134020619,-0.2793,-0.1209
202108,29740,"las cruces, nm",217,285250,0.0059,0.1935,774,0.0676,0.0917,42,-0.086956522,-0.20754717,264,-0.0294,0.2692,12,0.5,0,60,-0.25,-0.2857,23,-0.0417,1.875,142.9593975,0.0024,0.1442,2009,-0.0157,0.0075,331059.6269,0.0055,0.0969,797,0.0641,0.1116,0.029715762,-0.0034,0.0184
202108,26380,"houma-thibodaux, la",218,222652.5,-0.0104,0.1138,328,0,-0.3903,78,-0.012658228,-0.161290323,112,0.0769,-0.1515,8,1,-0.6,64,0,-0.4483,305,-0.121,-0.0256,79.6235948,0.0209,-0.0491,2924,-0.0168,0.0794,334808.4559,0.002,0.1826,633,-0.0622,-0.2562,0.929878049,-0.128,0.3481
202108,40980,"saginaw, mi",219,154900,0.087,-0.0883,326,0.2784,0.3252,26,0.083333333,-0.1875,256,-0.0154,0.1429,0,-1,-1,176,0.6296,1.3158,378,0.115,-0.0957,98.57524453,-0.0026,-0.0202,1514.5,0.0345,-0.0674,201180.0914,-0.0322,-0.0744,704,0.1852,0.0602,1.159509202,-0.1699,-0.5397
202108,39540,"racine, wi",220,271950,-0.0524,-0.0455,341,0.2724,-0.0313,31,-0.114285714,-0.295454545,292,0.1587,0.2586,0,,-1,144,0.6364,0.2,335,0.0276,-0.0847,140.6203992,-0.0099,0.05,1586.5,0.0235,-0.0078,361637.2594,-0.0477,-0.0067,676,0.138,-0.0585,0.982404692,-0.234,-0.0574
202108,12020,"athens-clarke county, ga",221,354500,-0.0521,0.0908,549,-0.0214,-0.2852,38,0.117647059,-0.191489362,356,-0.1442,0,0,-1,-1,196,0.0889,0.1395,390,-0.0802,-0.1824,159.0809696,0.0183,0.2659,1757,-0.019,-0.1528,452555.9324,-0.0458,0.0981,939,-0.0467,-0.2458,0.710382514,-0.0454,0.0893
202108,45860,"torrington, ct",222,499900,-0.0368,0.3299,694,0.0236,-0.5,53.5,0.114583333,-0.044642857,284,-0.1548,-0.4083,0,-1,-1,176,0.1282,-0.1373,593,-0.0373,295.5,228.7965313,0.0572,0.3349,2145,-0.0786,-0.0424,1032752.473,-0.0382,0.43,1287,-0.0054,-0.0741,0.854466859,-0.0541,0.853
202108,41060,"st. cloud, mn",223,287450,-0.0085,0.1141,336,0.1016,-0.2415,36,0.058823529,-0.294117647,272,0.1525,0,0,-1,-1,112,0.2174,-0.1765,415,-0.0482,0.0222,136.0773612,-0.0196,0.0881,1944.5,0.0213,-0.074,339722.7954,-0.0203,0.1118,751,0.0135,-0.1154,1.235119048,-0.1944,0.3186
202108,14010,"bloomington, il",224,130000,-0.0714,-0.037,329,0.0379,-0.3697,71,0.092307692,-0.02739726,164,-0.0889,-0.1087,0,,,88,0.4667,-0.4359,521,0.0058,-0.0663,84.67248552,-0.0194,0.0445,1683.5,-0.0103,-0.0325,194986.0044,-0.0536,0.0551,850,0.018,-0.213,1.583586626,-0.0505,0.5146
202108,29700,"laredo, tx",225,224900,0,0.1246,269,0,-0.2749,58,0.094339623,0.260869565,124,0.24,-0.0882,8,1,,32,-0.1111,-0.4667,2,-0.5,-0.6,130.1561271,-0.0026,0.1382,1720,0,-0.0508,253101.6724,0.0003,0.0942,271,-0.0073,-0.2793,0.007434944,-0.0074,-0.006
202108,25900,"hilo, hi",226,564500,-0.0513,0.2544,425,0.0759,-0.6242,42.5,-0.182692308,-0.538043478,264,0.1579,-0.1646,24,1,0.5,100,0.1905,-0.3421,601,-0.0384,0.0291,378.7878788,-0.013,0.0955,1452,-0.0397,-0.0397,1244360.932,-0.0665,0.1113,1026,0.0059,-0.4017,1.414117647,-0.1682,0.8978
202108,39820,"redding, ca",227,437000,0.0191,0.0928,439,0.0866,0.0553,38,0.225806452,-0.366666667,248,-0.1733,-0.0606,20,1.5,-0.1667,124,-0.1842,0.1071,42,0,0.05,236.7526856,-0.0004,0.1395,1880,-0.0016,-0.0105,613305.181,0.001,0.1245,481,0.0785,0.0548,0.095671982,-0.0083,-0.0005
202108,21140,"elkhart-goshen, in",228,222450,-0.1098,-0.092,126,0.0862,-0.3636,25.5,0.342105263,-0.310810811,148,0,0,0,,,48,0.0909,-0.4286,56,0.0769,0,118.0959137,0.0392,0.1009,1874,-0.116,-0.1532,311374.4624,-0.0306,-0.0257,182,0.0833,-0.2835,0.444444444,-0.0038,0.1616
202108,47580,"warner robins, ga",229,247572,-0.064,0.0643,511,0.0849,-0.165,49,0.53125,0.139534884,380,0.0556,0.2338,36,0.5,-0.7429,68,0.0625,-0.4333,1382,-0.0199,0.4844,116.3693879,-0.0096,0.1832,2068.5,-0.0967,-0.0798,274870.6235,-0.0569,0.1479,1893,0.0064,0.2268,2.704500978,-0.2891,1.1833
202108,13980,"blacksburg-christiansburg-radford, va",230,299000,-0.0032,0.0702,300,-0.0132,-0.1124,47.5,0.104651163,-0.321428571,152,-0.24,0.0857,4,0,0,92,0.0455,-0.2069,333,-0.1483,-0.0148,156.6455696,-0.0079,0.1548,1845,-0.0421,-0.1,422767.3799,-0.0019,0.0565,633,-0.0892,-0.0636,1.11,-0.1762,0.11
202108,24780,"greenville, nc",231,244000,-0.0041,-0.096,177,0.1419,-0.2563,34,-0.128205128,-0.392857143,164,-0.0238,0.2424,8,0,0,44,0.5714,-0.3125,522,0.0156,0.0567,122.4080709,-0.0059,0.0815,2009.5,0.0048,-0.1831,283114.0957,-0.1263,-0.1636,699,0.0448,-0.0451,2.949152542,-0.367,0.8735
202108,13460,"bend-redmond, or",232,645269,-0.0057,0.3758,562,0.124,-0.036,34.5,0.078125,-0.43442623,464,0.045,0.3647,8,-0.7143,-0.8947,248,0.2653,0.8788,817,-0.0444,-0.307,335.0618961,0.0032,0.3724,1953,-0.0015,-0.0284,869753.0514,-0.0128,0.2972,1379,0.0177,-0.2174,1.453736655,-0.2563,-0.5686
202108,13740,"billings, mt",233,449450,-0.0617,0.2488,290,0.1111,-0.3668,30,0.071428571,-0.318181818,240,0.0714,0.0714,8,1,0,80,0.25,-0.3333,468,-0.0584,-0.1491,190.3281485,-0.0239,0.2844,2207.5,-0.0318,-0.0968,639253.6111,-0.0639,0.1617,758,0,-0.248,1.613793103,-0.2904,0.4129
202108,28740,"kingston, ny",234,398000,0.0231,0.1059,984,0.0649,-0.1827,81.5,0.044871795,0.381355932,300,-0.0506,-0.359,0,-1,-1,192,0.0213,-0.2131,645,-0.0153,-0.2801,199.180258,0.0204,0.1593,2041,-0.0281,-0.0126,576100.7677,0.0406,0.2054,1629,0.0317,-0.2243,0.655487805,-0.0534,-0.0887
202108,36780,"oshkosh-neenah, wi",235,247500,-0.0477,-0.0096,191,0.1437,-0.1033,38,-0.095238095,-0.191489362,212,0.1522,0.1277,0,-1,,80,1.2222,0.4286,368,-0.0316,-0.073,127.4794223,0.0025,0.0488,1733,-0.0097,-0.0372,332046.035,-0.046,-0.0129,559,0.0219,-0.0836,1.926701571,-0.3487,0.0629
202108,33740,"monroe, la",236,255750,0.0036,0.1367,261,0.0567,-0.4435,45.5,-0.031914894,-0.330882353,112,-0.1515,-0.0667,4,0,,84,0.3125,-0.4324,236,0.0631,-0.1094,119.6288449,0.0063,0.0735,2107,0.0184,0.0457,316240.4757,0.0158,0.1548,497,0.0597,-0.3229,0.904214559,0.0054,0.3392
202108,17860,"columbia, mo",237,270000,-0.0182,-0.0526,307,-0.0065,-0.2585,29.5,0.282608696,-0.297619048,196,-0.1552,-0.0755,0,-1,-1,112,-0.0345,-0.1765,21,-0.087,-0.3438,136.5007344,0.0342,0.0906,1919.5,-0.0535,-0.0877,350572.8246,-0.0206,0.0149,328,-0.012,-0.2646,0.068403909,-0.006,-0.0089
202108,47940,"waterloo-cedar falls, ia",238,158700,-0.0081,-0.0983,302,0.1571,-0.3183,40,0.176470588,-0.322033898,164,-0.1087,-0.0682,4,0,0,96,0,-0.3143,404,-0.0583,0.1253,122.7831819,-0.0001,-0.0115,1385,-0.0301,-0.0488,214459.2093,-0.0048,-0.0613,706,0.0232,-0.1197,1.337748344,-0.3059,0.5274
202108,27340,"jacksonville, nc",239,239000,-0.0041,0.0396,355,0.0411,-0.4863,42.5,0.011904762,-0.267241379,324,-0.0471,-0.0122,24,1,-0.7391,120,0.5,0,1367,-0.0807,0.1279,138.4062633,0.0136,0.1506,1621.5,-0.0173,-0.0931,382334.6218,-0.0074,0.1601,1722,-0.058,-0.0951,3.850704225,-0.51,2.0967
202108,26980,"iowa city, ia",240,299900,0.0345,0.0715,912,-0.1085,-0.3065,52,0.04,-0.235294118,292,-0.0641,-0.1609,0,-1,-1,108,0.35,-0.413,305,-0.3282,0.2055,154.9435893,0.0123,0.1278,1968,0.0186,-0.012,370194.8002,0.0407,0.1341,1217,-0.176,-0.2239,0.334429825,-0.1094,0.142
202108,27900,"joplin, mo",241,189450,0.0826,0.0832,409,0.0651,-0.1298,30,0.034482759,-0.318181818,280,-0.1139,0.3725,4,,,112,0.4737,-0.1515,641,-0.0062,0.1167,103.7087912,0.036,0.1894,1825,0.0299,-0.0588,278683.8505,0.0346,0.1759,1050,0.0204,0.0057,1.567237164,-0.1125,0.346
202108,20740,"eau claire, wi",242,269950,-0.018,0.059,556,0.0146,-0.0959,38.5,-0.012820513,-0.163043478,176,-0.2414,-0.2414,4,-0.5,-0.6667,108,0.5882,0.0385,27,0.2857,0.08,143.004329,-0.0028,0.14,1800,0.0256,-0.0688,322955.5829,-0.0142,0.0926,583,0.0246,-0.0891,0.048561151,0.0102,0.0079
